objectid,nomor_lokasi,nama_objek,kecamatan,kabupaten,provinsi,komoditi,status_penyelidikan,jenis_izin,bijih_terbukti,logam_terbukti,luas_wilayah,kategori_luas,license_status,durasi_izin_tahun,tanggal_berlaku_sk,tanggal_berakhir_sk,latitude,longitude,jarak_pelabuhan_km,jarak_jalan_km,jarak_smelter_km,kategori_akses_pelabuhan,produksi_tahunan_ton,produksi_aktual_harian_ton,target_produksi_harian_ton,pencapaian_pct,status_pencapaian,biaya_penambangan_per_ton,biaya_pengangkutan_per_ton,biaya_penanganan_pelabuhan_per_ton,biaya_pemrosesan_smelter_per_ton,aisc_per_ton,pct_biaya_penambangan,pct_biaya_smelter,pct_biaya_angkut,pct_biaya_pelabuhan,jenis_kontrak,pembeli_offtaker,harga_nikel_historis_per_ton,nilai_tukar_rp_usd,capex_opex,margin_kotor_per_ton,status_profitabilitas,jumlah_ekskavator,jumlah_truk_tambang,konsumsi_bbm_liter,jam_downtime,ketersediaan_fisik_pa_pct,penggunaan_ketersediaan_ua_pct,ton_per_ekskavator,ton_per_truk,jumlah_insiden,indikator_fatalitas,ltifr,trifr,kategori_k3
1392,1372000000,Nikel Ungkaya,PETASIA,MOROWALI UTARA,SULAWESI TENGAH,Nikel,EKSPLORASI,IUP,0,0,585.0,Kecil (<1000 Ha),Active,10.3,2020-12-03,2031-03-24,-1.879,121.318,24412.79,590.46,19801.43,Jauh (>150 km),601880,2532,2694,93.99,Hampir Tercapai,309530,72485,70048,417965,870028,35.6,48.0,8.3,8.1,CIF,PT IWIP,329744661,15662,OPEX,328874633,Profitable,19,54,11186,25.8,94.86,70.15,31678.0,11146.0,0,Tidak,0.14,0.48,Aman
1395,1375000000,Nikel Torete,PETASIA,MOROWALI UTARA,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,0,0,196.0,Kecil (<1000 Ha),Active,19.9,2014-11-21,2034-10-10,-1.946,121.317,4050.24,509.15,662.17,Jauh (>150 km),1956047,1699,1845,92.09,Hampir Tercapai,306258,80320,77648,601687,1065913,28.7,56.4,7.5,7.3,FOB Motorship,PT IWIP,320768090,16015,OPEX,319702177,Profitable,19,35,24254,28.5,97.78,76.72,102950.0,55887.0,2,Tidak,0.37,0.66,Perlu Perhatian
1593,2571000000,Nikel Padabaho,BAHODOPI,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,0,0,196.0,Kecil (<1000 Ha),Active,19.9,2014-11-21,2034-10-10,-2.91,122.182,11474.39,1650.43,8791.14,Jauh (>150 km),1168531,4013,4130,97.17,Hampir Tercapai,281906,143867,42570,719539,1187882,23.7,60.6,12.1,3.6,FOB Motorship,PT Vale Indonesia,264177511,15609,CAPEX,262989629,Profitable,28,45,15794,14.6,90.45,85.95,41733.0,25967.0,1,Tidak,0.12,1.96,Aman
1594,2572000000,Nikel Lambolo 1,PETASIA,MOROWALI UTARA,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,8089740,9479223950,974.0,Kecil (<1000 Ha),Active,20.0,2012-03-16,2032-03-15,-1.937,121.292,6981.39,125.45,3343.0,Jauh (>150 km),1839681,4000,4156,96.25,Hampir Tercapai,355853,93980,62539,612729,1125101,31.6,54.5,8.4,5.6,FOB Motorship,PT Vale Indonesia,330134893,15996,OPEX,329009792,Profitable,13,50,9556,11.3,91.69,86.78,141514.0,36794.0,1,Tidak,0.34,0.42,Perlu Perhatian
1625,2807000000,Nikel Bungintibe,PETASIA TIMUR,MOROWALI UTARA,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,100526050,116072403300,1205.0,Menengah (1000-5000 Ha),Active,10.3,2022-07-14,2032-10-22,-2.0949,121.414,11213.33,1181.3,19767.89,Jauh (>150 km),1516878,1764,1887,93.48,Hampir Tercapai,359809,74157,39484,773324,1246774,28.9,62.0,5.9,3.2,Spot Contract,PT IMIP,305030378,15516,CAPEX,303783604,Profitable,16,68,4112,13.5,85.16,72.77,94805.0,22307.0,1,Tidak,0.13,2.27,Perlu Perhatian
1664,2944000000,Nikel Blok A,PETASIA,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,2800000,31948,2318.0,Menengah (1000-5000 Ha),Active,20.0,2011-11-29,2031-11-29,-2.944,122.099,16748.47,7584.56,14613.84,Jauh (>150 km),1667575,2438,2553,95.5,Hampir Tercapai,249139,148562,35794,525832,959327,26.0,54.8,15.5,3.7,Spot Contract,PT GNI,310430730,15511,OPEX,309471403,Profitable,13,57,13029,20.5,95.35,85.49,128275.0,29256.0,1,Tidak,0.26,1.87,Aman
1626,2808000000,Nikel Buleleng 1,BUNGKU SELATAN,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,91665190,962484495,514.0,Kecil (<1000 Ha),Active,19.8,2011-09-24,2031-06-22,-3.038,122.2345,26622.01,220.77,4190.1,Jauh (>150 km),1639849,2291,2399,95.5,Hampir Tercapai,359105,94897,47651,413333,914986,39.2,45.2,10.4,5.2,CIF,PT Aneka Tambang,270031596,15543,OPEX,269116610,Profitable,14,65,24706,9.4,91.76,72.31,117132.0,25228.0,1,Tidak,0.47,0.36,Perlu Perhatian
1627,2809000000,Nikel Ungkaya 1,WITAPONFA,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,10862680,129265892,743.0,Kecil (<1000 Ha),Active,15.0,2016-10-31,2031-10-31,-2.2587,121.5475,31148.82,2083.83,3926.51,Jauh (>150 km),791958,3894,4103,94.91,Hampir Tercapai,246149,148504,74254,709575,1178482,20.9,60.2,12.6,6.3,FOB Motorship,PT Vale Indonesia,334687420,15935,OPEX,333508938,Profitable,28,47,13082,47.6,90.3,77.8,28284.0,16850.0,2,Tidak,0.19,1.79,Aman
1393,1373000000,Nikel Lambolo,PETASIA,MOROWALI UTARA,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,34741740,4196266004,4780.0,Menengah (1000-5000 Ha),Active,20.0,2011-04-28,2031-04-20,-1.983,121.316,2934.73,181.7,45.54,Jauh (>150 km),1045859,4205,4394,95.7,Hampir Tercapai,281526,141931,64473,427201,915131,30.8,46.7,15.5,7.0,Spot Contract,PT Vale Indonesia,343166697,15641,OPEX,342251566,Profitable,28,50,18690,23.2,86.22,89.97,37352.0,20917.0,1,Tidak,0.44,1.65,Perlu Perhatian
1653,2856000000,Nikel Rapalemba,AMPANA KOTA,TOJO UNA-UNA,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,92357720,1228357676,10800.0,Besar (>5000 Ha),Active,20.0,2011-05-24,2031-05-24,-0.9889,122.184,57051.19,211.84,142554.15,Jauh (>150 km),1200081,4393,4380,100.3,Tercapai,205436,140610,54463,705902,1106411,18.6,63.8,12.7,4.9,Spot Contract,PT GNI,290650220,15748,OPEX,289543809,Profitable,10,49,9313,41.4,96.57,73.85,120008.0,24491.0,1,Tidak,0.49,1.94,Perlu Perhatian
1396,1376000000,Nikel Matarape,BUNGKU PESISIR,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,0,0,1825.0,Menengah (1000-5000 Ha),Active,11.0,2024-06-23,2035-06-23,-3.131,122.275,37794.13,1554.46,9091.58,Jauh (>150 km),1246687,4957,5248,94.46,Hampir Tercapai,268078,108183,44140,693366,1113767,24.1,62.3,9.7,4.0,Spot Contract,PT IMIP,259247734,15759,OPEX,258133967,Profitable,22,66,20287,48.8,90.14,73.08,56668.0,18889.0,1,Tidak,0.44,2.1,Perlu Perhatian
1597,2575000000,Nikel Sumbatu,BAHODOPI,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,219742280,310321939340,333923.0,Besar (>5000 Ha),Active,20.0,2018-05-15,2038-05-15,-2.82,121.994,1902.82,555.74,9793.03,Jauh (>150 km),565705,4744,4551,104.24,Tercapai,391703,129844,37081,737708,1296336,30.2,56.9,10.0,2.9,Spot Contract,PT Aneka Tambang,334877208,15934,OPEX,333580872,Profitable,14,68,20291,8.6,93.87,78.46,40408.0,8319.0,0,Tidak,0.08,1.85,Aman
1452,1920000000,Nikel Laro Enai,BUNGKU SELATAN,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,5664000,985536,198.0,Kecil (<1000 Ha),Active,10.4,2024-11-17,2035-04-15,-3.042,122.245,27403.19,64.57,2946.29,Jauh (>150 km),1319854,2816,2714,103.76,Tercapai,288512,146055,43538,591570,1069675,27.0,55.3,13.7,4.1,Spot Contract,PT Vale Indonesia,338739258,15691,CAPEX,337669583,Profitable,13,68,16774,34.3,86.94,82.39,101527.0,19410.0,2,Tidak,0.41,1.55,Perlu Perhatian
1387,1367000000,Nikel Siuna,PAGIMANA,BANGGAI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,0,0,1220.0,Menengah (1000-5000 Ha),Active,10.0,2016-08-19,2026-08-19,-0.735,122.99,32172.69,640.86,228675.52,Jauh (>150 km),731434,1790,1841,97.23,Hampir Tercapai,342003,76913,37634,758201,1214751,28.2,62.4,6.3,3.1,Spot Contract,PT Aneka Tambang,300647331,15503,OPEX,299432580,Profitable,15,61,20208,44.2,97.5,88.66,48762.0,11991.0,1,Tidak,0.02,0.94,Aman
1628,2810000000,Nikel Siuna 2,PAGIMANA,BANGGAI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,44400000,54390,938.0,Kecil (<1000 Ha),Active,10.0,2016-08-19,2026-08-19,-0.7334,122.9913,32399.82,815.65,228896.31,Jauh (>150 km),1615063,3721,3920,94.92,Hampir Tercapai,221585,53774,39354,467932,782645,28.3,59.8,6.9,5.0,FOB Motorship,PT IMIP,307914874,15712,OPEX,307132229,Profitable,13,52,16155,33.5,87.32,89.62,124236.0,31059.0,2,Tidak,0.2,1.8,Aman
1629,2811000000,Nikel Torette 2,BUNGKU SELATAN,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,90048000,11099284,688.0,Kecil (<1000 Ha),Active,22.0,2013-12-13,2035-12-13,-2.9681,122.2037,18258.88,1229.86,1162.49,Jauh (>150 km),1524573,5054,5155,98.04,Hampir Tercapai,327112,82085,64376,573739,1047312,31.2,54.8,7.8,6.1,CIF,PT GNI,272303612,15658,OPEX,271256300,Profitable,19,53,11944,24.3,87.59,71.39,80241.0,28766.0,2,Tidak,0.44,2.4,Perlu Perhatian
1595,2573000000,Nikel Korowou,LEMBO,MOROWALI UTARA,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,22714130,27506811430,4656.0,Menengah (1000-5000 Ha),Active,15.3,2017-08-09,2032-11-12,-2.14,121.365,17946.52,1730.94,22398.45,Jauh (>150 km),1883791,5545,5398,102.72,Tercapai,274315,113689,36634,448733,873371,31.4,51.4,13.0,4.2,FOB Motorship,PT IMIP,256747320,15901,OPEX,255873949,Profitable,29,69,19495,24.4,96.17,72.76,64958.0,27301.0,2,Tidak,0.34,1.55,Perlu Perhatian
1602,2580000000,Nikel Sumber Agung 1,TOILI BARAT,BANGGAI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,0,0,3099.0,Menengah (1000-5000 Ha),Active,19.7,2015-09-02,2035-05-14,-1.353,122.223,41809.22,3323.63,119603.85,Jauh (>150 km),1617143,2338,2343,99.79,Hampir Tercapai,348798,104728,32368,706750,1192644,29.2,59.3,8.8,2.7,Spot Contract,PT GNI,344414564,15913,OPEX,343221920,Profitable,21,44,21537,6.6,96.86,85.81,77007.0,36753.0,2,Tidak,0.27,1.73,Aman
1479,1947000000,Nikel Bimor Jaya,PETASIA TIMUR,MOROWALI UTARA,SULAWESI TENGAH,Nikel,EKSPLORASI,IUP,1938730609,278207842391,20387.0,Besar (>5000 Ha),Active,20.0,2021-12-30,2041-12-30,-2.124,121.467,24412.79,590.46,19801.43,Jauh (>150 km),1049963,2418,2369,102.07,Tercapai,385603,58058,57117,685708,1186486,32.5,57.8,4.9,4.8,CIF,PT IWIP,298295758,15550,CAPEX,297109272,Profitable,24,47,21662,29.1,87.76,75.41,43748.0,22340.0,2,Tidak,0.19,1.21,Aman
1601,2579000000,Nikel Molino 2,PETASIA TIMUR,MOROWALI UTARA,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,768320,1229312,424.0,Kecil (<1000 Ha),Active,10.0,2020-09-22,2030-09-22,-2.139,121.473,22098.64,399.36,27518.09,Jauh (>150 km),1951264,1522,1553,98.0,Hampir Tercapai,306322,106077,44329,722559,1179287,26.0,61.3,9.0,3.8,Spot Contract,PT GNI,277497087,15936,CAPEX,276317800,Profitable,19,66,8474,49.7,91.11,87.7,102698.0,29565.0,1,Tidak,0.41,1.94,Perlu Perhatian
1630,2812000000,Nikel Towi,PETASIA DAN SOYOJAYA,MOROWALI UTARA,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,385224660,456105961234,2641.0,Menengah (1000-5000 Ha),Active,11.8,2019-09-19,2031-07-11,-1.9004,121.2566,12432.31,1658.4,8582.61,Jauh (>150 km),1116275,1969,1979,99.49,Hampir Tercapai,220565,67439,52736,705737,1046477,21.1,67.4,6.4,5.0,FOB Motorship,PT Vale Indonesia,319323256,15538,CAPEX,318276779,Profitable,10,48,18208,48.1,94.54,83.27,111628.0,23256.0,2,Tidak,0.35,2.49,Perlu Perhatian
1599,2577000000,Nikel Torette 1,BUNGKU SELATAN,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,33000000,39270,1301.0,Menengah (1000-5000 Ha),Active,16.9,2012-06-19,2029-05-06,-2.994,122.214,21336.34,897.17,8743.14,Jauh (>150 km),988738,3465,3674,94.31,Hampir Tercapai,295226,100550,36989,523383,956148,30.9,54.7,10.5,3.9,Spot Contract,PT GNI,252620148,15840,OPEX,251664000,Profitable,11,43,4090,6.8,96.42,72.24,89885.0,22994.0,0,Tidak,0.23,0.57,Aman
1600,2578000000,Nikel Buleleng,BUNGKU SELATAN,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,0,0,1301.0,Menengah (1000-5000 Ha),Active,16.9,2012-06-19,2029-05-06,-3.023,122.232,23904.34,305.05,5158.92,Jauh (>150 km),1858303,3678,3641,101.02,Tercapai,224621,107570,40498,427226,799915,28.1,53.4,13.4,5.1,CIF,PT Vale Indonesia,257994002,15714,OPEX,257194087,Profitable,15,54,16011,36.8,89.93,86.65,123887.0,34413.0,2,Tidak,0.45,0.67,Perlu Perhatian
1399,1379000000,Nikel One Ete,BUNGKU SELATAN,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,155578150,22325464525,1142.0,Menengah (1000-5000 Ha),Active,20.0,2011-05-23,2031-05-20,-2.941,122.303,20528.09,753.78,12463.11,Jauh (>150 km),1055689,2717,2920,93.05,Hampir Tercapai,289906,113667,52053,771696,1227322,23.6,62.9,9.3,4.2,Spot Contract,PT IMIP,274267404,15665,CAPEX,273040082,Profitable,14,46,15994,18.6,91.72,73.53,75406.0,22950.0,0,Tidak,0.11,1.44,Aman
1291,271000000,Nikel Bahodopi Block 1,BUNGKU TIMUR,MOROWALI,SULAWESI TENGAH,Nikel,EKSPLORASI,IUPK,24000000,218400,22699.0,Besar (>5000 Ha),Active,11.7,2024-05-03,2035-12-28,-2.691,121.881,24412.79,590.46,19801.43,Jauh (>150 km),614514,2681,2670,100.41,Tercapai,212229,91255,64501,597127,965112,22.0,61.9,9.5,6.7,FOB Motorship,PT IWIP,295064906,15765,CAPEX,294099794,Profitable,26,66,11633,45.6,94.64,78.47,23635.0,9311.0,2,Tidak,0.09,1.31,Aman
1292,272000000,"Nikel Bahodopi Block 2,3 & 4",BUNGKU TIMUR,MOROWALI,SULAWESI TENGAH,Nikel,EKSPLORASI,IUPK,0,0,22699.0,Besar (>5000 Ha),Active,11.7,2024-05-03,2035-12-28,-2.694,121.91,24412.79,590.46,19801.43,Jauh (>150 km),1204333,4942,4802,102.92,Tercapai,328087,90832,50717,437736,907372,36.2,48.2,10.0,5.6,FOB Motorship,PT Vale Indonesia,286668756,15670,OPEX,285761384,Profitable,26,66,24875,7.0,94.5,81.04,46321.0,18247.0,0,Tidak,0.32,1.51,Perlu Perhatian
1651,2854000000,Nikel Sambalagi 1,BUNGKU PESISIR,MOROWALI,SULAWESI TENGAH,Nikel,OPERASI PRODUKSI,IUP,66800000,84168,477.0,Kecil (<1000 Ha),Active,10.0,2021-09-24,2031-09-24,-3.1301,122.273,37586.18,1626.12,8982.86,Jauh (>150 km),1693519,3023,3286,92.0,Hampir Tercapai,262090,117857,57085,770825,1207857,21.7,63.8,9.8,4.7,FOB Motorship,PT Vale Indonesia,268734700,15936,OPEX,267526843,Profitable,27,45,22542,47.1,95.18,80.02,62723.0,37634.0,1,Tidak,0.49,0.31,Perlu Perhatian
1494,2145000000,Nikel Tapunggaya,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,24538600,26496753675,159.0,Kecil (<1000 Ha),Active,20.0,2011-12-15,2031-12-15,-3.392,122.235,65035.13,200.99,38145.01,Jauh (>150 km),784207,4676,4713,99.21,Hampir Tercapai,240306,124917,56093,797707,1219023,19.7,65.4,10.2,4.6,FOB Motorship,PT Aneka Tambang,285134968,16031,OPEX,283915945,Profitable,22,53,4811,42.7,92.41,83.72,35646.0,14796.0,0,Tidak,0.12,1.13,Aman
1377,1188000000,Nikel Lameluru,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,317.0,Kecil (<1000 Ha),Active,20.0,2009-12-22,2029-12-22,-3.281,122.3,54397.38,0.89,25872.28,Jauh (>150 km),1194410,4890,5349,91.42,Hampir Tercapai,203460,130774,43443,578199,955876,21.3,60.5,13.7,4.5,Spot Contract,PT Aneka Tambang,283391151,15948,CAPEX,282435275,Profitable,21,69,8385,10.3,86.36,83.05,56877.0,17310.0,0,Tidak,0.12,1.54,Aman
1407,1389000000,Nikel Pesohua,POMALAA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,10110590,120316021,340.0,Kecil (<1000 Ha),Active,10.0,2018-04-02,2028-04-01,-4.2036,121.6393,55.53,835.38,4747.15,Sedang (50-150 km),694882,2724,2700,100.89,Tercapai,377611,83354,43981,708036,1212982,31.1,58.4,6.9,3.6,CIF,PT IMIP,302466750,15741,CAPEX,301253768,Profitable,22,60,8367,7.7,96.75,89.84,31586.0,11581.0,2,Tidak,0.07,1.55,Aman
1607,2789000000,Nikel Blok B Lameluru,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,20985670,26225801840,1975.0,Menengah (1000-5000 Ha),Active,20.0,2010-12-14,2030-12-13,-3.2635,122.2801,52041.61,919.59,23753.44,Jauh (>150 km),1529717,2036,2231,91.26,Hampir Tercapai,367439,92407,51286,414519,925651,39.7,44.8,10.0,5.5,Spot Contract,PT GNI,306274155,15776,CAPEX,305348504,Profitable,18,42,22848,42.6,96.25,89.99,84984.0,36422.0,2,Tidak,0.43,1.71,Perlu Perhatian
1467,1935000000,Nikel Blok A Lameruru,LANGGIKIMA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,1975.0,Menengah (1000-5000 Ha),Active,20.0,2010-12-14,2030-12-13,-3.263,122.261,51471.43,1403.22,23698.71,Jauh (>150 km),1213557,5520,5306,104.03,Tercapai,362350,83067,31602,437308,914327,39.6,47.8,9.1,3.5,Spot Contract,PT Vale Indonesia,338312688,15745,CAPEX,337398361,Profitable,23,55,14897,12.0,95.38,80.33,52763.0,22065.0,0,Tidak,0.11,1.86,Aman
1457,1925000000,Nikel Hakatutobu,POMALAA,KOLAKA,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,67057470,657163206,225.0,Kecil (<1000 Ha),Active,20.0,2009-09-07,2029-09-07,-4.251,121.592,24412.79,590.46,19801.43,Jauh (>150 km),995294,3684,4002,92.05,Hampir Tercapai,211627,102754,64269,510626,889276,23.8,57.4,11.6,7.2,CIF,PT IMIP,330677854,15936,OPEX,329788578,Profitable,25,56,19306,29.1,86.3,71.9,39812.0,17773.0,0,Tidak,0.25,1.68,Aman
1587,2565000000,Nikel Tolala 1,TOLALA,KOLAKA UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,221.0,Kecil (<1000 Ha),Active,15.0,2012-01-12,2027-01-12,-2.891,121.107,17370.49,2270.84,46550.21,Jauh (>150 km),840364,2706,2592,104.4,Tercapai,269912,62722,60719,662491,1055844,25.6,62.7,5.9,5.8,CIF,PT GNI,279233822,15803,CAPEX,278177978,Profitable,25,57,21008,46.2,87.66,84.56,33615.0,14743.0,2,Tidak,0.5,2.02,Perlu Perhatian
1556,2534000000,Nikel Teomokole,KABAENA SELATAN,BOMBANA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,6000000,6930,2018.0,Menengah (1000-5000 Ha),Active,10.7,2021-12-15,2032-09-07,-5.2946,121.8581,7878.15,177.7,4656.2,Jauh (>150 km),1346749,4029,3949,102.03,Tercapai,394269,93009,45306,453369,985953,40.0,46.0,9.4,4.6,FOB Motorship,PT IWIP,340266768,15757,OPEX,339280815,Profitable,22,35,20120,30.5,94.67,89.53,61216.0,38479.0,2,Tidak,0.01,1.64,Aman
1315,302000000,Nikel Maniang,WUNDULAKO,KOLAKA TIMUR,SULAWESI TENGGARA,Nikel,EKSPLORASI RINCI,IUP,0,0,195.0,Kecil (<1000 Ha),Active,10.0,2023-02-28,2033-02-28,-4.203,121.479,24412.79,590.46,19801.43,Jauh (>150 km),1504720,3473,3511,98.92,Hampir Tercapai,315721,68871,48685,413671,846948,37.3,48.8,8.1,5.7,Spot Contract,PT Aneka Tambang,302077060,15725,OPEX,301230112,Profitable,11,45,5869,22.9,85.3,76.37,136793.0,33438.0,0,Tidak,0.28,1.44,Aman
1454,1922000000,Nikel Lalindu dan Lasolo,ASERA,KONAWE UTARA,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,0,0,16920.0,Besar (>5000 Ha),Active,20.0,2010-04-29,2030-04-29,-3.468,122.154,24412.79,590.46,19801.43,Jauh (>150 km),1910459,5201,5112,101.74,Tercapai,225699,103240,46435,667508,1042882,21.6,64.0,9.9,4.5,Spot Contract,PT IMIP,268767767,15706,CAPEX,267724885,Profitable,24,64,6947,25.0,97.73,79.22,79602.0,29851.0,1,Tidak,0.26,1.59,Aman
1455,1923000000,Nikel Pomalaa (Tambang Tengah) (WSPM 014),POMALAA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,17800000,225253,1954.0,Menengah (1000-5000 Ha),Active,10.1,2020-05-18,2030-06-25,-4.229,121.613,6230.12,1375.5,4404.61,Jauh (>150 km),1155727,2496,2449,101.92,Tercapai,228205,135052,62566,708074,1133897,20.1,62.4,11.9,5.5,Spot Contract,PT Aneka Tambang,284013895,15803,CAPEX,282879998,Profitable,17,43,12299,7.8,89.9,78.5,67984.0,26877.0,0,Tidak,0.4,0.43,Perlu Perhatian
1307,291000000,Nikel Tapunopaka,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,173400000,2107686,6213.0,Besar (>5000 Ha),Active,20.0,2010-01-11,2030-01-11,-3.502,122.253,24412.79,590.46,19801.43,Jauh (>150 km),741032,5693,5464,104.19,Tercapai,252622,148539,67986,695685,1164832,21.7,59.7,12.8,5.8,Spot Contract,PT Vale Indonesia,324176246,15878,OPEX,323011414,Profitable,24,45,11105,48.6,94.35,71.03,30876.0,16467.0,2,Tidak,0.18,0.83,Aman
1308,294000000,Nikel Mandiodo,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,EKSPLORASI,IUP,0,0,6213.0,Besar (>5000 Ha),Active,20.0,2010-01-11,2030-01-11,-3.537,122.246,24412.79,590.46,19801.43,Jauh (>150 km),1749017,4912,5237,93.79,Hampir Tercapai,394469,94628,35433,719689,1244219,31.7,57.8,7.6,2.8,FOB Motorship,PT Vale Indonesia,332177305,15737,CAPEX,330933086,Profitable,20,46,19688,19.0,96.54,83.45,87451.0,38022.0,1,Tidak,0.21,1.41,Aman
1309,295000000,Nikel Bahubulu,MOLAWE,KONAWE UTARA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,6213.0,Besar (>5000 Ha),Active,20.0,2010-01-11,2030-01-11,-3.567,122.325,52880.92,10063.23,3866.55,Jauh (>150 km),1444646,2115,2140,98.83,Hampir Tercapai,233922,55632,50665,721140,1061359,22.0,67.9,5.2,4.8,FOB Motorship,PT IWIP,287412443,15943,CAPEX,286351084,Profitable,27,41,7280,13.5,90.13,77.07,53505.0,35235.0,0,Tidak,0.08,2.21,Perlu Perhatian
1482,1950000000,Nikel WSPM 017,POMALAA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,0,0,5843.0,Besar (>5000 Ha),Active,13.8,2020-05-18,2034-03-14,-4.263,121.536,11981.18,2926.32,3483.41,Jauh (>150 km),1550397,1896,2074,91.42,Hampir Tercapai,380578,72786,30688,640964,1125016,33.8,57.0,6.5,2.7,CIF,PT Aneka Tambang,265760151,15954,OPEX,264635135,Profitable,16,40,11802,17.9,89.15,85.75,96900.0,38760.0,0,Tidak,0.37,1.76,Perlu Perhatian
1483,1951000000,Nikel WSPM 016,POMALAA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,19300000,247926,2712.0,Menengah (1000-5000 Ha),Active,13.8,2020-05-18,2034-03-14,-4.204,121.63,4783.09,1857.65,3777.92,Jauh (>150 km),645839,3558,3585,99.25,Hampir Tercapai,335602,60481,52612,607765,1056460,31.8,57.5,5.7,5.0,FOB Motorship,PT Vale Indonesia,269188690,15735,OPEX,268132230,Profitable,28,47,8968,48.4,92.91,86.64,23066.0,13741.0,1,Tidak,0.39,0.41,Perlu Perhatian
1484,1952000000,Nikel WSPM 015,POMALAA,KOLAKA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,28400000,383376,8782.0,Besar (>5000 Ha),Active,10.1,2020-05-18,2030-06-25,-4.278,121.553,12495.62,185.73,160.31,Jauh (>150 km),968549,1466,1584,92.55,Hampir Tercapai,384379,125934,42414,742744,1295471,29.7,57.3,9.7,3.3,CIF,PT Vale Indonesia,260351026,15999,OPEX,259055555,Profitable,26,65,7965,9.2,92.55,86.42,37252.0,14901.0,2,Tidak,0.07,1.56,Aman
1322,311000000,"Nikel Salgado, Purano, Bangko",KABAENA SELATAN,BOMBANA,SULAWESI TENGGARA,Nikel,OPERASI PRODUKSI,IUP,52520000,611366,2527.0,Menengah (1000-5000 Ha),Active,20.0,2010-07-26,2030-07-25,-5.413,121.934,16534.74,625.99,5770.26,Jauh (>150 km),1651765,2585,2625,98.48,Hampir Tercapai,365202,148467,46790,539210,1099669,33.2,49.0,13.5,4.3,CIF,PT Vale Indonesia,319873771,15595,CAPEX,318774102,Profitable,16,35,7628,44.0,90.32,78.33,103235.0,47193.0,0,Tidak,0.2,0.71,Aman
